category,bariba,french
Temps et dates,Atɛnɛ baayere dokotoro ura bè berabu de.,Chaque lundi l'infirmier leur rend visite.
Temps et dates,"Nà n sia yaburu da, kon ayo dweema.","alium sativum. Si je vais au marché demain, j'achèterai de l'ail."
Temps et dates,"Yè Biɔn baa u gu, 6 ayɔ bãa dooru tubua.",On a toujours tort face au sorcier.
Temps et dates,"père, géniteur, papa. Bɔnin baawa u bii gɔrima. les oncles paternels, Na nɛn baaba tɔbiribu da. Kpuna n do baa.",C'est le papa de Boni qui a envoyé un enfant. Je suis allé saluer mes oncles paternels. Bonjour papa.
Temps et dates,"Baa busigiin bwisi kùn nùn yare gisɔ. baa demam [bàa› dèma›m]Imam. Tɔ̃ɔ bakaru sɔ̃ nu, baa demawa u rà gbi gingireɔ. Bɛsɛn wuun baa demam u Maka dɔɔ. bãa dooru [bãa dooru]rônier. Borassus 7 baa gɛsɛrɛ ballisia aethiopium (Arécassées). Bɛsɛn gberɔ sa bãa dooru mɔ.","Le fripon n’a : C'est l'imam qui dirige la prière les jours de fête. L'imam de notre village va à la Mecque. Dans notre champ, il se dresse un rônier."
Temps et dates,Baadomma na rà n wãawa gberɔ.,Je suis au champ tous les jours.
Temps et dates,sɔ̃ɔ win ballibu bu banda gisɔ.,La rayonnement du soleil est fort intense aujourd'hui.
Temps et dates,"U tan kpaasu ka gurusu di ma win baaru ta mɔsa. Ba ku ra baaru yɛ̃ɛsu sɔ̃ . Swaa baarɔwa u win gobi kɔ̃ yèu yara. U ku ra tɔnu baa geeru sɔ̃ , man kùn mɔ baa goru.","Il a mangé de nouvelles ignames en même temps que des anciennes et sa joue s'est enflée. On n’apprend 2) bord de la route. C'est au bord de la route qu'il a perdu son argent lorsqu'il est sorti. Il ne tient jamais de bons propos, mais toujours de mauvais."
Temps et dates,Yarusuma buuwa na ra daabaaru dora nɔɔ kana dirɔ.,Le dimanche j'écoute la bonne nouvelle à l'église.
Temps et dates,Gbɛnɔ ura n wãawa bakiribu sɔɔ.,Le voleur tente toujours de passer inaperçu.
Temps et dates,Gin teeru ba bàn dii yararu kua bɛsɛn kpaarɔ. bàn dii yarara.,"Avanthier, ils ont organisé la cérémonie de sortie du chef de notre village."
Temps et dates,Tɔn kurɔn bàngo kùn wã. Ba koo yaruwaasiba bango ko sin teeru.,L’excision n'est 2) cérémonie de circoncision. On va circoncire les jeunes gens après-demain :
Temps et dates,"Yarusuma sɔnu, bè ba bara mö ba ra n sɔ̃ wa gingiren kɔnnɔɔwɔ .",Les vendredis ceux qui vivent de mendicité sont assis devant la mosquée.
Temps et dates,"Nà n sin teeru yaburu da, kon nun bara koto kotoku dwia. bara koto kotokuwa. bara koto kotokunu. bara koto kotokuna.","Si je vais au marché après demain, je t'achèterai des chaussures en bois."
Temps et dates,Bara sunɔ ka wigibu ba yarusuma da sunɔn kɔnnɔwɔ.,Le chef griot et les siens sont allés louanger le roi le vendredi.
Temps et dates,"U be kpuro sokusia. U bè sokusia. Kurɔ bè ba wee, ba sãa nɛn wuugibu. Na sɔɔ bè wa gĩa.","Pers. . 3ème pers. Il leur a tous fait appel. qui, que. Les femmes qui viennent sont des femmes de mon village. — dém. Ces (démonstratif proche). J'ai vu ces étrangers hier."
Temps et dates,Yarusuma baayere sere nnɛn gberu bera.,Chaque vendredi je dois visiter mon champ. .
Temps et dates,Wunɛn gbee te ta koo sia berara.,Ton champ pourra être visité demain.
Temps et dates,"Yabu yè wèea bere. Na ǹ gãanu ganu berua, baa yabura. Buru tèra ba goo te berua.","Voici cette chose, cache-la . Je n'ai rien caché même 2) enterrer un mort. C’est ce matin qu’ils ont enterré le mort."
Temps et dates,"U wãa u berii, u ǹ yɛ̃ mì u dɔɔ. U beri bururun di sere sɔ̃ɔ uka kpa. Wuun beru beruka kpuro ba swɛɛ wĩamɔwa.","Il erre, il ne sait où il va. se promener, aller vendre. Il s’est promené depuis le matin jusqu'au crépuscule. On trace des routes partout aux alentours du village."
Temps et dates,Gobi bɛkɛ yi yu koo berubu sɛ̃ sia. Gisɔ bɛsɛn wuun taasobu ba berubu dɔɔ.,Cette grosse sommed’argent sera difficile à cacher. la chasse aux gros gibiers. Aujourd'hui les chasseurs de notre village vont à la grande chasse.
Temps et dates,Bɛɛn wuugibu ba na gisɔ.,votre. Les gens de votre village sont arrivés aujourd'hui.
Temps et dates,Gisɔra sa ko gbee kpaa ten bɛɛru tore.,C'est aujourd'hui que nous allons attaquer la première partie du nouveau champ.
Temps et dates,Gisɔra sa ko gbee kpaa te bɛɛru wĩa. bɛɛru wĩɛ.,C'est aujourd'hui que nous allons attaquer la première partie de notre champ.
Temps et dates,"Bana u dãa bɛ̃ ramɔ. Nɔɔ gè Gusunɔ u bɛ̃ ra, ga ǹ dim biamɔ. Worun baaba u man gĩa kɛ̃ ru bɛ̃ ra. kurɔ mɔro u kpee yi bɔru bɛ̃ ra.","Bana fend du bois. La bouche que Dieu a fendu trouvera toujours à manger. Hier, le père de Woru m'a fait un cadeau qui dépasse les limites raisonnables. mettre des condiments de façon exagérée dans la sauce, dépasser la dose. La ménagère a mis trop de sel dans la sauce."
Temps et dates,Bururun di tan bɛ̃ saa na di.,Depuis le matin je n'ai mangé qu'un morceau d'igname.
Temps et dates,"Ba torom bĩa ban ka tɔ̃ ru yaaye. birɛ birɛwondu / bia bia wondu/ [bia› bia› woǹdu]margouillat dont l’extrémité de la queue ressemble à une deuxième tête. Ye sa wɔru ge gba, sa birɛ birɛ wondu 25 bii wɛr̃ u/wɛɛ̃ ru biama wa. birɛ birɛ wondu. bia bia wɔnnu. bia bia wɔnna.",Ils ont marqué des traits avec de la cendre pour se rappeler la date. Quand on a creusé le trou on a vu le margouillat dont l’extrémité de la queue ressemble à une deuxième tête.
Temps et dates,"Mɛ̀ bii swia ya nɛ, mɛna ya nɛ ba ka yabereku marà.","Tel est le moineau aujourd'hui, ainsi qu’il était quand le charognard naissait."
Temps et dates,Biibii ya ku ra kpe win yɛnuɔ.,Il y a toujours des fleurs dans sa maison.
Temps et dates,"Bii mɛro biru ga kù ra bii sure. biru yɔ̃ra: Su win biru yɔ̃ra. réfléchir avant d’agir, être prudentA dea biru mɛɛri. Suru yirun biru. U mɔraru dawa win tundon gɔɔn biru. Na wii biru kua. bìru ( nɔni) En présence de. biru banga/biru tũuru/ biru tìntìndu [biru banga]haut du dos. U biru banga kureru sɔndi.",Le dos d’une mère ne laisse jamais tomber l’enfant. Soutenons-le. Réfléchis avant d’agir. après. Deux mois après. Elle s’est mariée après la mort de son père. biru kuaaider quelqu'un à laver son dos pendant qu’il prend sa douche. Je lui ai lavé le dos. . bìra. Il a mis son sac au dos
Temps et dates,Sa ko da su biru wuro be dam kɛ̃ gisɔ. biru wuroba biru wurobu.,Nous irons encourager aujourd'hui ceux qui reculent.
Temps et dates,Na gĩa sɔɔ damgibu wa sere na biti soora.,"J'ai eu tant d’étrangers de haut rang hier au point que j'en étais confus, affolé."
Temps et dates,"Bom mùn yam sãra, mu ra faani gɔsiewa.","Déposé jusqu’au lendemain, le lait frais se transforme en lait caillé."
Temps et dates,Sii u man be kpuro boriari ni.,Malheureusement il les a tous dépassés. bòra/ cicatrice bòri
Temps et dates,Na kĩa man sii duma bɔkura yoka.,emprunter. Je voudrais que tu me prête ton vélo pour ce soir (je voudrais t’emprunter ton vélo pour ce soir).
Temps et dates,Ba gbɛnɔ bɔnɛ dɔre sunɔn kɔnnɔɔ gin teeru.,Ils ont puni le voleur à la cour du roi avant hier.
Temps et dates,Woru u win bɔ̃ɔ dwaa sabua uka damaru maraa. bɔ̃ɔ dwaa. bɔ̃ɔ dwɛɛ. bɔ̃ɔ dwɛɛya.,Woru élève un chien en attendant le temps de la chasse.
Temps et dates,U man bɔɔsia u sere yara.,Il m’a dit bonjour avant de sortir :
Temps et dates,Bɔɔsiabu sɔɔra yɛnu yɛ̃ ro u rawa goo ù n barɔ.,"C’est en saluant sa maisonnée le matin, que le chef de famille se rend compte s'il y a un malade dans la maison."
Temps et dates,"Bintu, a do awunɛn tundo bɔɔsiamaBintou, va saluer ton père, puis reviens.",.
Temps et dates,"Tɔ̃ ru baatere, n weenɛ kurɔ ka durɔ bù bɔɔsiana.","Chaque matin, il est souhaitable que l'homme et sa femme se saluent."
Temps et dates,Kpee te ta gĩa bɔriara.,La pierre a pu etre pousséehier.
Temps et dates,Nabɔrɔ kɔ̃ɔruru kua dɔma te. bɔrɔ kɔ̃ɔrura. bɔrɔ kɔ̃ɔrunu. bɔrɔ kɔ̃ɔruna.,"Ce jour là, j'ai fait de la blague. ."
Temps et dates,"Yè u koo ka sɔmburu ko, Sani u wãa u bɔ̃ suwa. Taaso u bɔ̃ sum da uka yaa wuma. bɔ̃ su dobi [bɔsu dobi]Asperge d'Afrique. bɔ̃ su dobiya. bɔsu dubi [bɔsu dubi]asperge d'Afrique. bɔsu kpuna [bɔsu kpuna]chasse professionnelle, grande chasse, longue partie de chasse de plusieurs jours. Buru te, tɔn durɔbu ba bɔsi kpuna doona.","Au lieu de travailler, Sani se promène. aller à la chasse. Le chasseur est allé à la chasse, il a rapporté du gibier. Asparagus africanus (Liliacées). Asparagus africanus. Ce matin, les hommes sont partis à la grande chasse."
Temps et dates,U win bii bɔsusia sàa bururun di sere sɔ̃ɔ uka kpa.,Il a promené son fils du matin jusqu'au soir.
Temps et dates,u koo na bururu.,t le. matin. Il viendra le matin. 'le matin'.
Temps et dates,"Goo kùn yãa ni babare, sere nu ka bukusa kua.",Personne n'a jamais touché ces affaires jusqu'à ce que la moisissure y entre.
Temps et dates,bulla gura ye ya na ginteeru.,Il a plu dans la marinée l'autre jour bulla.
Temps et dates,kurɔ wi u gisɔ mɔɔ burabu kua.,Cette dame a préparé un akassa de bonne qualité aujourd'hui.
Temps et dates,Ben baawere u buraru kua tɔ̃ɔ bakasɔ̃ nu. burara 44 burasi buriri,Chacun d'eux s'est fait beau le jour de fête.
Temps et dates,"Nɛn tebo bũru ta yakara. Bùru bùru, sɔ̃ɔ ù sere yari, Sabi u gberu doona.","Le manche de ma houe est cassé. . búnu. búna. bùru bùru/buru yellu [bùrù bùru]tôt le matin. Tôt le matin, avant le lever du soleil, Chabi est allé au champ. bùru bùruwa."
Temps et dates,Bururu baatere na rà nɛn yɛnugibu tɔbiriwa n sere keu doona.,"Chaque matin, je salue les gens de ma maison avant d'aller à l'école. bùrùra›. bùrùnu. bùrùna›."
Temps et dates,Wunɛn yabe tè abwɛ̃ dãru wɔllɔ ta ǹ koo gisɔ bwɛnyara. Ton boubou que tu as suspendu sur l'arbre ne pourra Gĩa gunɔ te ta bwɛ̃ nyara dãasi wɔllun di.,Hier le rat s’est fait descendre du plafond.
Temps et dates,Sa ko sia gbaara tore. gbaara ko sarcler. sa ko gbaara ko.,Bous allons commencer le sarclage. Nous sarcler demain.
Temps et dates,Ba man gbãaro kua gia.,Ils ont fait du manoeuvrage pour moi hier.
Temps et dates,Yaaru u wɛ̃ɛ gbaaru da buru tè.,Yarou est allé au champ de coton ce matin.
Temps et dates,Sa gisɔku gè gbeburu wa too.,Nous avons eu la sécheresse cette année.
Temps et dates,"A ka naa ye dokotoro do, yù ku raa gbi. Emmène la vache au ser- 58 gbi gbindu vice vétérinaire sinon elle va mourir . s'éteindre (feu, lumière). À kùn fitila ge gum doke, ga koo gbi. A ku de kɛkɛ ye yù dɔ̃ɔ gbi. A kia te dweeyo suru ù ka gbi, kaa gobi wa.","mourir. Si tu n’ajoutes 3) s'arrêter (moteur). Ne laisse 4) finir (mois). Achète la marchandise, d’ici la fin du mois, tu aura de l’argent. ."
Temps et dates,Taa sin gbisibu bu tɛ.,Cette igname a mis du temps à bouillir.
Temps et dates,"D - d 60 da dãa nɔɔ da un à un, par intermittence. Gisɔku ge, gura ya nawa dãa dãaka. dãadãakawa","Cette année, la pluie est tombée de façon intermittente."
Temps et dates,Yoka sa ka yɔɔni dãa bĩiru daawa. dãabĩina,Le soir nous avons apporté une grosse bûche de bois à la nouvelle accouchée. foc:
Temps et dates,"Dãa da suru u yara, nɔɔ bɔkura kun maa toma. dãa daa suruwa.","Nous sommes au huitième, le mois du ramadan n'est plus loin."
Temps et dates,Win daabu bu buram bo gisɔ.,Il vaut mieux qu'il aille aujourd'hui.
Temps et dates,Wuu ge ga gĩa daara.,Nous avons pu effectué le voyage dans ce village hier.
Temps et dates,Daaruba baayere sa ra nɔɔ bɔke.,Chaque mercredi nous jeûnons.
Temps et dates,"Sa ǹ kpĩa su bɛɛ daabaaru ye nɔɔsia fuuku. Nous n'avons Na gĩa dabaaru gaa nua, ya man nanda.",J'ai appris une nouvelle qui m'a fait peur hier.
Temps et dates,Tɔmbu ba dabi gisɔ wuu sɔɔ.,inv. être nombreux. Il y a beaucoup de monde aujourd'hui dans le village. phase:
Temps et dates,Gɔ̃ɔrun yibɛrɛwa deburu. Debura kuawa mɛ.,La satiété est l'ennemi de la faim. Le temps de la satiété est arrivé.
Temps et dates,Biɔ ka win bɔrɔn derinaa ya tɛ.,Bio et son ami se sont laissés il y a longtemps.
Temps et dates,Wuu ge sɔɔ dɛkia ya wãa gisɔku gè.,Il y a la famine dans ce village cette année.
Temps et dates,"Tɔn be ba tɛɛna, yen sɔ̃ na ben faagi ya dɛnya.","Il y a longtemps que ces gens se sont vus, c'est pourquoi leur conversation s'est prolongée. nég."
Temps et dates,I sun derio su bɛsɛn wãaru di. Daaru ta wii di. U ǹ kɛ̃ɛri yɛ̃ yera daaru ta nùn di.,Laissez - nous vivre notre temps. être noyé. Il ne sait
Temps et dates,"Sia kon nɛn dii biru wuku. dii bwereku [dii bureku]maison, case ronde. Dii bwereku tɔkɔ tenin mi bɛsɛn debuwa u wãa mi.",Demain je vais sarcler derrière la case. Dans cette vieille maison ronde habite notre grand-père.
Temps et dates,Sɔ̃ɔ teera sunɔ ka win barɔ ba dii yaaru kua.,Le roi et son griotont organisé leur cérémonie de sortie de chambre le même jour.
Temps et dates,Gin teeru dobo dobogii u na bɛsɛn wuuwɔ.,Avant-hier un magicien est venudans notre village. .
Temps et dates,"Sabin dokiri, bɛsɛn sunɔwa. dokiri yãnu/ kana yãnu [dokiri yãnu]présents pour la belle famille, dot. Ba ka gisɔ nɛn sesun dokiri yãnu na bɛsɛn yɛnuɔ. dokiri yãna.",C'est notre chef qui est le beau-père de Sabi dokiriwa. Ils ont apporté aujourd'hui dans notre maison la dot de ma soeur.
Temps et dates,A dea bè sɛ̃ɛni dokusia gisɔ.,Fais-leur empoisonner ces flèches aujourd’hui.
Temps et dates,Doo nɔɔrugii ku ra n ka gɛɛ nande.,L’homme heureux n’a peur derien .
Temps et dates,Gisɔ sa ko dooru mɛɛri fiiko. Keu kowobu ba ra dooru ko.,"Aujourd'hui nous allons apprendre à calculer un peu. Faire un décompte, un calcul. Les apprenants font les opérations de calcul à l’école."
Temps et dates,Dɔma te sa dum dabiru wa.,"Ce jour-là, nous avons vu beaucoup de chevaux."
Temps et dates,"Dɔma 83 dɔmaru dɔ̃ɔ bɛsia tè na keu daabu torua, na swĩ gem gem.","lorsque, quand. Le jour où j'ai commencé à aller à l'école, j'ai bien pleuré."
Temps et dates,"U win dɔ̃ɔ bwèebu taba doke. U bweebu ge kɔra. dɔ̃ɔ kɔ̃ɔ wɔnɔ / gãani gobi kaso. dɔ̃ɔ dɔ̃ɔru]deuxième mois lunaire de l'année des baatɔmbu. Dɔ̃ɔ kɔ̃ɔ wɔnɔ ù nyara, a yɛ̃ mà dɔ̃ɔ kɔ̃ɔra doonawa mi. dɔ̃ɔ dɔ̃ɔra›.","Il a mis du tabac dans sa pipe. Il a cassé la pipe. Quand le second mois de l'année commence, tu sais que le premier mois est passé."
Temps et dates,Biɔn diru ta dɔ̃ɔ mwa yoka yè.,La maison de Bio a pris feu ce soir.
Temps et dates,Yoka kia dɔro baawere ura ka win kiaru yari.,Le soir chaque vendeur sort avec sa marchandise négocier.
Temps et dates,"Gisɔku ge, nɛn dɔkɔ yadukia.",devenir profond. Cette année mon puits est devenu plus profond.
Temps et dates,"Sàa mìn di u wuu yara, u dukure, sa ǹ yɛ̃ mì u wãa.","Depuis qu'il a quitté le village, il est parti loin et il y a longtemps nous ne savons :"
Temps et dates,Bɛsɛn duma ya yen kpãru wuka gĩa. dum kpãnu. dum kpãna.,Notre cheval s’est libéré hier de son piquet.
Temps et dates,"Wi u weesu mö, u dunum mɔwa sia.",Celui qui ment aura péché pour demain.
Temps et dates,"Gura yàn kɔmia nde gisɔku ge, wɛ̃ɛ duurubu bukoo sɛ̃ sia.","S'il manque de pluie comme cette année, il sera difficile de semer le coton."
Temps et dates,"Yoka, sɔ̃ɔ ù n dwiya, yera ba ra yabu te ka.","Le soir, quand le soleil s'apaise, ce marché s'anime. ."
Temps et dates,Nɛn dwaanibuu ga man berabu na gisɔ.,Mon neveu est venu me saluer aujourd'hui.
Temps et dates,Ba koo wɛ̃ɛ dwebu tore gisɔ.,Ils vont commencer l'achat du coton aujourd'hui.
Temps et dates,Gĩa sa faari kua. Faari kowo kù ra n yɛ̃ɛ goo nùn kere.,Nous sommes allés nous vanter hier. Le vantard ne sait :
Temps et dates,À n fɛɛ wwaa na sia.,"avoir la possibilité de. . Si tu as un bout de temps, veuille passer demain."
Temps et dates,Nafɛ̃ ku barɔwa saa gian di. fɛ̃ kuwa fɛ̃ kusu.,Je souffre de rhume depuis hier.
Temps et dates,Na gĩan dii bi fukasia.,J'ai fait renverser la pâte d'hier.
Temps et dates,"Gĩa kɛkɛ gaa, ya fukura kɔrɔkun swaawɔ.",Hier une voiture s'est renversée sur la route de Parakou.
Temps et dates,"Bɔ̃ɔge, ga ra yɛnu kɔ̃ su. Na sɔmburu garu kaso dɔɔ gisɔ.","Le chien là, garde la maison. certain, quelque, autre. Je m'en vais chercher quelque travail aujourd'hui."
Temps et dates,"Gãani suru ù nyara, sa ko sɔɔru ko su tɔ̃ɔ bakaru da Nikiɔ. gãani suruwa.","Quand le mois de la gani aura commencé, nous nous préparerons pour aller à la fête à Nikki."
Temps et dates,"Nà n sina n ka tɛ, nɛn gabu ga ra wasirewa.","Si je reste longtemps assis, le bas de mon dos se fatigue."
Temps et dates,A ku tɛrɛ ni gam. N’essore 2) traire. Mare ura bom gam bùruru.,"Le matin, le peulh trait le lait."
Temps et dates,A nɛɛ Mare Woru ù bom gamma ù ka na. Gɔɔbi u koo ka yaa gamu ko gisɔ .,Dis à Mare Worou de traire du lait et de l'apporter. gamu ko[gàmú ko‚]Rencontrer au hasard. Gobi va rencontrer par hasard une bête aujourd’hui :
Temps et dates,Domma wunɛn sesu u na? gangan siku dwaabuwa. gangan siku geena.,Quand ton frère est-il venu ? Hier ? gangan siku dwaabu [gangan siku dwaabu]herbe cochon (le mâle). Synedrella nodiflora (Composées). gangan siku geenu [gangan siku geenu]herbe cochon (la femelle). Boerhavia diffusa (nyctaginacées).
Temps et dates,Keu bibu ba garasa mɔ sin teeru.,Les écoliers ont une compétition après demain.
Temps et dates,Sa ko sia garasa ko.,Demain on prendra part à une compétition.
Temps et dates,"Mare be, ba ka gasaru na gisɔ.",Les peuls ont apporté du fromage aujourd'hui.
Temps et dates,Gasɔ ka gasɔ nɛn baa ura man gobi kɛ̃ n ka gãanu dwe keu dirɔ. gasɔ ka gasɔwa.,De temps en temps mon père me donne de l'argent pour acheter quelques choses à l'école.
Temps et dates,Na tasu mɔ gberɔ gem gem. Gura ya gĩa na gem gem.,"J'ai beaucoup d'ignames aux champs. vraiment, sérieusement. Il a plu sérieusement hier."
Temps et dates,"Gɛ‰ɛ yi sun wɔri gisɔ. A daakari ko, gɛ̃ a ya wãa mi. gɛ̃ a gɛ̃ɛ.","Les fourmis magnats nous ont envahis aujourd'hui. Fais attention, il y a des magnats."
